fullName,politicalGroup,id,nationalPoliticalGroup,photo,nameAudio,gender_Wiki,gender_2017,gender,dateOfBirth_Wiki,dateOfBirth_Home,dateOfBirth,placeOfBirth,country,homePage
Eider GARDIAZABAL RUBIAL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96991,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/96991.jpg,https://www.europarl.europa.eu/mepaudio/96991.mp3,FEMALE,FEMALE,FEMALE,"July 12, 1975",12-07-1975,07-12-1975,Bilbao,Romania,https://www.europarl.europa.eu/meps/en/96991/EIDER_GARDIAZABAL_RUBIAL/home
Jean-Paul GARRAUD,Identity and Democracy Group,197628,Rassemblement national,https://www.europarl.europa.eu/mepphoto/197628.jpg,https://www.europarl.europa.eu/mepaudio/197628.mp3,MALE,,MALE,"February 27, 1956",27-02-1956,27-02-1956,Toulouse,Italy,https://www.europarl.europa.eu/meps/en/197628/JEAN-PAUL_GARRAUD/home
Alexandra GEESE,Group of the Greens/European Free Alliance,183916,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/183916.jpg,https://www.europarl.europa.eu/mepaudio/183916.mp3,FEMALE,,FEMALE,"July 1, 1968",01-07-1968,07-01-1968,Lippstadt,Germany,https://www.europarl.europa.eu/meps/en/183916/ALEXANDRA_GEESE/home
Jens GEIER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96833,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/96833.jpg,https://www.europarl.europa.eu/mepaudio/96833.mp3,MALE,MALE,MALE,"June 22, 1961",,22-06-1961,,Croatia,https://www.europarl.europa.eu/meps/en/96833/JENS_GEIER/home
Chiara GEMMA,Non-attached Members,197794,Impegno Civico,https://www.europarl.europa.eu/mepphoto/197794.jpg,https://www.europarl.europa.eu/mepaudio/197794.mp3,,,FEMALE,,20-09-1968,20-09-1968,Brindisi,Germany,https://www.europarl.europa.eu/meps/en/197794/CHIARA_GEMMA/home
Giorgos GEORGIOU,The Left group in the European Parliament - GUE/NGL,197416,Progressive Party of Working People - Left - New Forces,https://www.europarl.europa.eu/mepphoto/197416.jpg,https://www.europarl.europa.eu/mepaudio/197416.mp3,MALE,,MALE,"May 26, 1952",09-04-1963,04-09-1963,Nicosia,France,https://www.europarl.europa.eu/meps/en/197416/GIORGOS_GEORGIOU/home
Alexis GEORGOULIS,The Left group in the European Parliament - GUE/NGL,197819,Coalition of the Radical Left,https://www.europarl.europa.eu/mepphoto/197819.jpg,https://www.europarl.europa.eu/mepaudio/197819.mp3,MALE,,MALE,"October 6, 1974",06-10-1974,10-06-1974,Larisa,Luxembourg,https://www.europarl.europa.eu/meps/en/197819/ALEXIS_GEORGOULIS/home
Helmut GEUKING,Group of the European People's Party (Christian Democrats),197436,Familien-Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/197436.jpg,https://www.europarl.europa.eu/mepaudio/197436.mp3,MALE,,MALE,"January 16, 1964",16-01-1964,16-01-1964,Coesfeld,Spain,https://www.europarl.europa.eu/meps/en/197436/HELMUT_GEUKING/home
Vlad GHEORGHE,Renew Europe Group,209140,Uniunea Salvați România,https://www.europarl.europa.eu/mepphoto/209140.jpg,https://www.europarl.europa.eu/mepaudio/209140.mp3,MALE,,MALE,"February 22, 1985",22-02-1985,22-02-1985,București,Spain,https://www.europarl.europa.eu/meps/en/209140/VLAD_GHEORGHE/home
Dino GIARRUSSO,Non-attached Members,197804,Independent,https://www.europarl.europa.eu/mepphoto/197804.jpg,https://www.europarl.europa.eu/mepaudio/197804.mp3,MALE,,MALE,"September 11, 1974",11-09-1974,09-11-1974,,Spain,https://www.europarl.europa.eu/meps/en/197804/DINO_GIARRUSSO/home
Jens GIESEKE,Group of the European People's Party (Christian Democrats),124807,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/124807.jpg,https://www.europarl.europa.eu/mepaudio/124807.mp3,MALE,MALE,MALE,"January 1, 1964",18-05-1971,18-05-1971,Lingen,France,https://www.europarl.europa.eu/meps/en/124807/JENS_GIESEKE/home
Sunčana GLAVAK,Group of the European People's Party (Christian Democrats),202036,Hrvatska demokratska zajednica,https://www.europarl.europa.eu/mepphoto/202036.jpg,https://www.europarl.europa.eu/mepaudio/202036.mp3,FEMALE,,FEMALE,"December 9, 1968",09-12-1968,12-09-1968,Čakovec,Netherlands,https://www.europarl.europa.eu/meps/en/202036/SUNČANA_GLAVAK/home
Andreas GLÜCK,Renew Europe Group,197443,Freie Demokratische Partei,https://www.europarl.europa.eu/mepphoto/197443.jpg,https://www.europarl.europa.eu/mepaudio/197443.mp3,MALE,,MALE,"March 8, 1975",08-03-1975,03-08-1975,,Italy,https://www.europarl.europa.eu/meps/en/197443/ANDREAS_GLÜCK/home
Raphaël GLUCKSMANN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197694,Place publique,https://www.europarl.europa.eu/mepphoto/197694.jpg,https://www.europarl.europa.eu/mepaudio/197694.mp3,MALE,,MALE,"October 15, 1979",15-10-1979,15-10-1979,Boulogne-Billancourt,Romania,https://www.europarl.europa.eu/meps/en/197694/RAPHAËL_GLUCKSMANN/home
Charles GOERENS,Renew Europe Group,840,Parti démocratique,https://www.europarl.europa.eu/mepphoto/840.jpg,https://www.europarl.europa.eu/mepaudio/840.mp3,MALE,MALE,MALE,"February 6, 1952",06-02-1952,02-06-1952,Ettelbruck,Czechia,https://www.europarl.europa.eu/meps/en/840/CHARLES_GOERENS/home
Mónica Silvana GONZÁLEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197728,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/197728.jpg,https://www.europarl.europa.eu/mepaudio/197728.mp3,FEMALE,,FEMALE,"February 12, 1976",12-02-1976,02-12-1976,BUENOS AIRES,France,https://www.europarl.europa.eu/meps/en/197728/MÓNICA_SILVANA_GONZÁLEZ/home
Nicolás GONZÁLEZ CASARES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197718,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/197718.jpg,https://www.europarl.europa.eu/mepaudio/197718.mp3,MALE,,MALE,"July 20, 1972",20-07-1972,20-07-1972,A CORUNA,Netherlands,https://www.europarl.europa.eu/meps/en/197718/NICOLÁS_GONZÁLEZ_CASARES/home
Esteban GONZÁLEZ PONS,Group of the European People's Party (Christian Democrats),125027,Partido Popular,https://www.europarl.europa.eu/mepphoto/125027.jpg,https://www.europarl.europa.eu/mepaudio/125027.mp3,MALE,MALE,MALE,"August 21, 1964",21-08-1964,21-08-1964,Valencia,Slovenia,https://www.europarl.europa.eu/meps/en/125027/ESTEBAN_GONZÁLEZ_PONS/home
Sandro GOZI,Renew Europe Group,204419,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/204419.jpg,https://www.europarl.europa.eu/mepaudio/204419.mp3,MALE,,MALE,"March 25, 1968",25-03-1968,25-03-1968,Sogliano al Rubicone,France,https://www.europarl.europa.eu/meps/en/204419/SANDRO_GOZI/home
Marcel de GRAAFF,Identity and Democracy Group,125025,Partij voor de Vrijheid,https://www.europarl.europa.eu/mepphoto/125025.jpg,https://www.europarl.europa.eu/mepaudio/125025.mp3,MALE,MALE,MALE,"April 7, 1962",07-04-1962,04-07-1962,Rotterdam,France,https://www.europarl.europa.eu/meps/en/125025/MARCEL_DE_GRAAFF/home
Valentino GRANT,Identity and Democracy Group,197799,Lega,https://www.europarl.europa.eu/mepphoto/197799.jpg,https://www.europarl.europa.eu/mepaudio/197799.mp3,,,MALE,"April 21, 1964",21-04-1964,21-04-1964,,Italy,https://www.europarl.europa.eu/meps/en/197799/VALENTINO_GRANT/home
Maria GRAPINI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124785,Partidul Umanist Social Liberal,https://www.europarl.europa.eu/mepphoto/124785.jpg,https://www.europarl.europa.eu/mepaudio/124785.mp3,FEMALE,FEMALE,FEMALE,"November 7, 1954",07-11-1954,11-07-1954,Berești - Galați,Portugal,https://www.europarl.europa.eu/meps/en/124785/MARIA_GRAPINI/home
Markéta GREGOROVÁ,Group of the Greens/European Free Alliance,197549,PIRÁTI,https://www.europarl.europa.eu/mepphoto/197549.jpg,https://www.europarl.europa.eu/mepaudio/197549.mp3,FEMALE,,FEMALE,"January 14, 1993",14-01-1993,14-01-1993,Most,France,https://www.europarl.europa.eu/meps/en/197549/MARKÉTA_GREGOROVÁ/home
Catherine GRISET,Identity and Democracy Group,94649,Rassemblement national,https://www.europarl.europa.eu/mepphoto/94649.jpg,https://www.europarl.europa.eu/mepaudio/94649.mp3,,,FEMALE,"August 20, 1972",20-08-1972,20-08-1972,,France,https://www.europarl.europa.eu/meps/en/94649/CATHERINE_GRISET/home
Bart GROOTHUIS,Renew Europe Group,197780,Volkspartij voor Vrijheid en Democratie,https://www.europarl.europa.eu/mepphoto/197780.jpg,https://www.europarl.europa.eu/mepaudio/197780.mp3,MALE,,MALE,"January 1, 1981",01-01-1981,01-01-1981,,Portugal,https://www.europarl.europa.eu/meps/en/197780/BART_GROOTHUIS/home
Klemen GROŠELJ,Renew Europe Group,197452,Lista Marjana Šarca,https://www.europarl.europa.eu/mepphoto/197452.jpg,https://www.europarl.europa.eu/mepaudio/197452.mp3,MALE,,MALE,"March 8, 1976",08-03-1976,03-08-1976,Kranj,Hungary,https://www.europarl.europa.eu/meps/en/197452/KLEMEN_GROŠELJ/home
Christophe GRUDLER,Renew Europe Group,197557,Mouvement Démocrate,https://www.europarl.europa.eu/mepphoto/197557.jpg,https://www.europarl.europa.eu/mepaudio/197557.mp3,MALE,,MALE,"April 9, 1965",09-04-1965,04-09-1965,BELFORT,Hungary,https://www.europarl.europa.eu/meps/en/197557/CHRISTOPHE_GRUDLER/home
Claude GRUFFAT,Group of the Greens/European Free Alliance,204420,Europe Écologie,https://www.europarl.europa.eu/mepphoto/204420.jpg,https://www.europarl.europa.eu/mepaudio/204420.mp3,MALE,,MALE,"September 13, 1957",13-09-1957,13-09-1957,Rumilly,Hungary,https://www.europarl.europa.eu/meps/en/204420/CLAUDE_GRUFFAT/home
Elisabetta GUALMINI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197618,Partito Democratico,https://www.europarl.europa.eu/mepphoto/197618.jpg,https://www.europarl.europa.eu/mepaudio/197618.mp3,FEMALE,,FEMALE,"May 17, 1968",17-05-1968,17-05-1968,Modena,Germany,https://www.europarl.europa.eu/meps/en/197618/ELISABETTA_GUALMINI/home
Francisco GUERREIRO,Group of the Greens/European Free Alliance,197645,Independente,https://www.europarl.europa.eu/mepphoto/197645.jpg,https://www.europarl.europa.eu/mepaudio/197645.mp3,MALE,,MALE,"September 12, 1984",12-09-1984,09-12-1984,Santiago do Cacém,Germany,https://www.europarl.europa.eu/meps/en/197645/FRANCISCO_GUERREIRO/home
Bernard GUETTA,Renew Europe Group,197543,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/197543.jpg,https://www.europarl.europa.eu/mepaudio/197543.mp3,MALE,,MALE,"January 28, 1951",,28-01-1951,,Austria,https://www.europarl.europa.eu/meps/en/197543/BERNARD_GUETTA/home
Sylvie GUILLAUME,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96952,Parti socialiste,https://www.europarl.europa.eu/mepphoto/96952.jpg,https://www.europarl.europa.eu/mepaudio/96952.mp3,FEMALE,FEMALE,FEMALE,"June 11, 1962",,11-06-1962,,Slovakia,https://www.europarl.europa.eu/meps/en/96952/SYLVIE_GUILLAUME/home
José GUSMÃO,The Left group in the European Parliament - GUE/NGL,88715,Bloco de Esquerda,https://www.europarl.europa.eu/mepphoto/88715.jpg,https://www.europarl.europa.eu/mepaudio/88715.mp3,MALE,,MALE,"July 20, 1976",20-07-1976,20-07-1976,Lisboa,Finland,https://www.europarl.europa.eu/meps/en/88715/JOSÉ_GUSMÃO/home
Márton GYÖNGYÖSI,Non-attached Members,198063,Jobbik Magyarországért Mozgalom,https://www.europarl.europa.eu/mepphoto/198063.jpg,https://www.europarl.europa.eu/mepaudio/198063.mp3,MALE,,MALE,"June 8, 1977",08-06-1977,06-08-1977,Kecskemét,Poland,https://www.europarl.europa.eu/meps/en/198063/MÁRTON_GYÖNGYÖSI/home
Enikő GYŐRI,Non-attached Members,96830,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/96830.jpg,https://www.europarl.europa.eu/mepaudio/96830.mp3,FEMALE,FEMALE,FEMALE,"July 17, 1968",17-07-1968,17-07-1968,Budapest,Luxembourg,https://www.europarl.europa.eu/meps/en/96830/ENIKŐ_GYŐRI/home
András GYÜRK,Non-attached Members,23816,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/23816.jpg,https://www.europarl.europa.eu/mepaudio/23816.mp3,MALE,MALE,MALE,"December 2, 1972",,02-12-1972,,Germany,https://www.europarl.europa.eu/meps/en/23816/ANDRÁS_GYÜRK/home
Svenja HAHN,Renew Europe Group,197444,Freie Demokratische Partei,https://www.europarl.europa.eu/mepphoto/197444.jpg,https://www.europarl.europa.eu/mepaudio/197444.mp3,FEMALE,,FEMALE,"July 25, 1989",25-07-1989,25-07-1989,Hamburg,Finland,https://www.europarl.europa.eu/meps/en/197444/SVENJA_HAHN/home
Henrike HAHN,Group of the Greens/European Free Alliance,197457,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197457.jpg,https://www.europarl.europa.eu/mepaudio/197457.mp3,FEMALE,,FEMALE,"September 4, 1970",04-09-1970,09-04-1970,Munchen,Romania,https://www.europarl.europa.eu/meps/en/197457/HENRIKE_HAHN/home
Roman HAIDER,Identity and Democracy Group,198176,Freiheitliche Partei Österreichs,https://www.europarl.europa.eu/mepphoto/198176.jpg,https://www.europarl.europa.eu/mepaudio/198176.mp3,,,MALE,"April 13, 1967",13-04-1967,13-04-1967,Grieskirchen,France,https://www.europarl.europa.eu/meps/en/198176/ROMAN_HAIDER/home
Robert HAJŠEL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,34578,Independent,https://www.europarl.europa.eu/mepphoto/34578.jpg,https://www.europarl.europa.eu/mepaudio/34578.mp3,,,MALE,,28-03-1967,28-03-1967,Banská Štiavnica,Netherlands,https://www.europarl.europa.eu/meps/en/34578/ROBERT_HAJŠEL/home
Teuvo HAKKARAINEN,Identity and Democracy Group,197596,Perussuomalaiset,https://www.europarl.europa.eu/mepphoto/197596.jpg,https://www.europarl.europa.eu/mepaudio/197596.mp3,MALE,,MALE,"April 12, 1960",12-04-1960,04-12-1960,Viitasaari,Austria,https://www.europarl.europa.eu/meps/en/197596/TEUVO_HAKKARAINEN/home
Andrzej HALICKI,Group of the European People's Party (Christian Democrats),197514,Platforma Obywatelska,https://www.europarl.europa.eu/mepphoto/197514.jpg,https://www.europarl.europa.eu/mepaudio/197514.mp3,MALE,,MALE,"November 26, 1961",26-11-1961,26-11-1961,Warszawa,Finland,https://www.europarl.europa.eu/meps/en/197514/ANDRZEJ_HALICKI/home
Christophe HANSEN,Group of the European People's Party (Christian Democrats),193419,Parti chrétien social luxembourgeois,https://www.europarl.europa.eu/mepphoto/193419.jpg,https://www.europarl.europa.eu/mepaudio/193419.mp3,MALE,,MALE,"February 21, 1982",21-02-1982,21-02-1982,WILTZ,Germany,https://www.europarl.europa.eu/meps/en/193419/CHRISTOPHE_HANSEN/home
Martin HÄUSLING,Group of the Greens/European Free Alliance,96752,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/96752.jpg,https://www.europarl.europa.eu/mepaudio/96752.mp3,MALE,MALE,MALE,"March 26, 1961",26-03-1961,26-03-1961,Bad Wildungen,Germany,https://www.europarl.europa.eu/meps/en/96752/MARTIN_HÄUSLING/home
Heidi HAUTALA,Group of the Greens/European Free Alliance,2054,Vihreä liitto,https://www.europarl.europa.eu/mepphoto/2054.jpg,https://www.europarl.europa.eu/mepaudio/2054.mp3,FEMALE,FEMALE,FEMALE,"November 14, 1955",14-11-1955,14-11-1955,Oulu,Poland,https://www.europarl.europa.eu/meps/en/2054/HEIDI_HAUTALA/home
Mircea-Gheorghe HAVA,Group of the European People's Party (Christian Democrats),197646,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/197646.jpg,https://www.europarl.europa.eu/mepaudio/197646.mp3,MALE,,MALE,,26-12-1956,26-12-1956,Oradea,Hungary,https://www.europarl.europa.eu/meps/en/197646/MIRCEA-GHEORGHE_HAVA/home
Valérie HAYER,Renew Europe Group,135511,Renaissance,https://www.europarl.europa.eu/mepphoto/135511.jpg,https://www.europarl.europa.eu/mepaudio/135511.mp3,FEMALE,,FEMALE,"April 6, 1986",06-04-1986,04-06-1986,Château-Gontier,Czechia,https://www.europarl.europa.eu/meps/en/135511/VALÉRIE_HAYER/home
Anja HAZEKAMP,The Left group in the European Parliament - GUE/NGL,125023,Partij voor de Dieren,https://www.europarl.europa.eu/mepphoto/125023.jpg,https://www.europarl.europa.eu/mepaudio/125023.mp3,FEMALE,FEMALE,FEMALE,"January 21, 1968",21-01-1968,21-01-1968,Vlagtwedde,Germany,https://www.europarl.europa.eu/meps/en/125023/ANJA_HAZEKAMP/home
Hannes HEIDE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197682,Sozialdemokratische Partei Österreichs,https://www.europarl.europa.eu/mepphoto/197682.jpg,https://www.europarl.europa.eu/mepaudio/197682.mp3,MALE,,MALE,"October 17, 1966",17-10-1966,17-10-1966,Bad Ischl,Slovakia,https://www.europarl.europa.eu/meps/en/197682/HANNES_HEIDE/home
Eero HEINÄLUOMA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197800,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,https://www.europarl.europa.eu/mepphoto/197800.jpg,https://www.europarl.europa.eu/mepaudio/197800.mp3,MALE,,MALE,"July 4, 1955",04-07-1955,07-04-1955,Kokkola,Sweden,https://www.europarl.europa.eu/meps/en/197800/EERO_HEINÄLUOMA/home
Niclas HERBST,Group of the European People's Party (Christian Democrats),197412,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/197412.jpg,https://www.europarl.europa.eu/mepaudio/197412.mp3,MALE,,MALE,"February 28, 1973",28-02-1973,28-02-1973,Ratzeburg,Hungary,https://www.europarl.europa.eu/meps/en/197412/NICLAS_HERBST/home
Pierrette HERZBERGER-FOFANA,Group of the Greens/European Free Alliance,197459,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197459.jpg,https://www.europarl.europa.eu/mepaudio/197459.mp3,FEMALE,,FEMALE,"March 20, 1949",,20-03-1949,,Spain,https://www.europarl.europa.eu/meps/en/197459/PIERRETTE_HERZBERGER-FOFANA/home
Krzysztof HETMAN,Group of the European People's Party (Christian Democrats),124895,Polskie Stronnictwo Ludowe,https://www.europarl.europa.eu/mepphoto/124895.jpg,https://www.europarl.europa.eu/mepaudio/124895.mp3,MALE,MALE,MALE,"June 27, 1974",27-06-1974,27-06-1974,Lublin,Netherlands,https://www.europarl.europa.eu/meps/en/124895/KRZYSZTOF_HETMAN/home
Balázs HIDVÉGHI,Non-attached Members,124586,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/124586.jpg,https://www.europarl.europa.eu/mepaudio/124586.mp3,MALE,MALE,MALE,"November 28, 1970",28-11-1970,28-11-1970,Budapest,France,https://www.europarl.europa.eu/meps/en/124586/BALÁZS_HIDVÉGHI/home
Martin HLAVÁČEK,Renew Europe Group,197526,ANO 2011,https://www.europarl.europa.eu/mepphoto/197526.jpg,https://www.europarl.europa.eu/mepaudio/197526.mp3,,,MALE,"January 14, 1980",,14-01-1980,,Bulgaria,https://www.europarl.europa.eu/meps/en/197526/MARTIN_HLAVÁČEK/home
Monika HOHLMEIER,Group of the European People's Party (Christian Democrats),96780,Christlich-Soziale Union in Bayern e.V.,https://www.europarl.europa.eu/mepphoto/96780.jpg,https://www.europarl.europa.eu/mepaudio/96780.mp3,FEMALE,FEMALE,FEMALE,"July 2, 1962",02-07-1962,07-02-1962,München,Poland,https://www.europarl.europa.eu/meps/en/96780/MONIKA_HOHLMEIER/home
Martin HOJSÍK,Renew Europe Group,197770,Progresívne Slovensko,https://www.europarl.europa.eu/mepphoto/197770.jpg,https://www.europarl.europa.eu/mepaudio/197770.mp3,MALE,,MALE,"January 20, 1977",27-01-1977,27-01-1977,Bratislava,Finland,https://www.europarl.europa.eu/meps/en/197770/MARTIN_HOJSÍK/home
Pär HOLMGREN,Group of the Greens/European Free Alliance,197398,Miljöpartiet de gröna,https://www.europarl.europa.eu/mepphoto/197398.jpg,https://www.europarl.europa.eu/mepaudio/197398.mp3,MALE,,MALE,"October 24, 1964",24-10-1964,24-10-1964,Gävle,Netherlands,https://www.europarl.europa.eu/meps/en/197398/PÄR_HOLMGREN/home
